Location,subregion,Latitude,Longitude
Janesville,Jefferson,43.2478,-89.3437
Janesville,Jefferson,43.2478,-89.3437
Janesville,Jefferson,43.2478,-89.3437
Sparta,Juneau,43.2478,-89.3437
Janesville,Kenoshey,43.2478,-89.3437
Appleton,Kewaunee,43.2478,-89.3437
Appleton,Kewnee,43.2478,-89.3437
Appleton,kewnee,43.2478,-89.3437
Sparta,La Crosse,43.2478,-89.3437
Sparta,La Crosse,43.2478,-89.3437
Sparta,La Crosse,43.2478,-89.3437
Sparta,La Crosse,43.2478,-89.3437
Sparta,La Crosse,43.2478,-89.3437
Sparta,La Crosse,43.2478,-89.3437
Belmont,Lafayette,44.8113,-91.4985
Belmont,Lafayette,44.8113,-91.4985
Belmont,Lafayette,44.8113,-91.4985
Belmont,Lafayette,44.8113,-91.4985
Belmont,Lafayette,44.8113,-91.4985
Belmont,Lafayette,44.8113,-91.4985
Belmont,Lafayette,44.8113,-91.4985
Belmont,Lafayette,44.8113,-91.4985
Belmont,Lafayette,44.8113,-91.4985
Deforest,Lafayette,44.8113,-91.4985
Appleton,Langlade,44.8113,-91.4985
Wausau,Langlade,44.8113,-91.4985
Wausau,Langlade,44.8113,-91.4985
Wausau,Langlade,44.8113,-91.4985
Wausau,Langlade ,44.8113,-91.4985
Wausau,Lincoln,44.8113,-91.4985
Appleton,Manitowoc,44.8113,-91.4985
Appleton,Manitowoc,44.8113,-91.4985
Appleton,Manitowoc,44.8113,-91.4985
Appleton,Manitowoc,44.8113,-91.4985
Appleton,Manitowoc,44.8113,-91.4985
Appleton,Manitowoc,44.8113,-91.4985
Appleton,Manitowoc,44.8113,-91.4985
Appleton,Manitowoc,44.8113,-91.4985
Appleton,Manitowoc,44.8113,-91.4985
Appleton,Manitowoc,44.8113,-91.4985
Appleton,Manitowoc,44.8113,-91.4985
Appleton,Manitowoc,44.8113,-91.4985
Appleton,Manitowoc,44.8113,-91.4985
Appleton,Manitowoc,44.8113,-91.4985
Belmont,Manitowoc,44.8113,-91.4985
Belmont,Manitowoc,44.8113,-91.4985
Deforest,Manitowoc,44.8113,-91.4985
Fond Dulac,Manitowoc,44.8113,-91.4985
Fond Dulac,Manitowoc,44.8113,-91.4985
Fond Dulac,Manitowoc,44.8113,-91.4985
Fond Dulac,Manitowoc,44.8113,-91.4985
Fond Dulac,Manitowoc,44.8113,-91.4985
Fond Dulac,Manitowoc,44.8113,-91.4985
Appleton,Marathon,44.8113,-91.4985
Wausau,Marathon,44.8113,-91.4985
Wausau,Marathon,44.8113,-91.4985
Wausau,Marathon,44.8113,-91.4985
Wausau,Marathon,44.8113,-91.4985
Wausau,Marathon,44.8113,-91.4985
Wausau,Marathon,44.8113,-91.4985
Wausau,Marathon,43.773,-88.4471
Wausau,Marathon,43.773,-88.4471
Wausau,Marathon,43.773,-88.4471
Wausau,Marathon,43.773,-88.4471
Wausau,Marathon,43.773,-88.4471
Wausau,Marathon,43.773,-88.4471
Wausau,Marathon,43.773,-88.4471
Sparta,Monroe,43.773,-88.4471
Sparta,Monroe,43.773,-88.4471
Sparta,Monroe,43.773,-88.4471
Sparta,Monroe,43.773,-88.4471
Sparta,Monroe,43.773,-88.4471
Wausau,Ocanto,43.773,-88.4471
Appleton,Oconto,43.773,-88.4471
Appleton,Oconto,43.773,-88.4471
Appleton,Okonto ,43.773,-88.4471
Belmont,Outagamie,43.773,-88.4471
Wausau,Outagamie,43.773,-88.4471
Appleton,Outagamie,43.773,-88.4471
Appleton,Outagamie,43.773,-88.4471
Appleton,Outagamie,43.773,-88.4471
Appleton,Outagamie,43.773,-88.4471
Appleton,Outagamie,43.773,-88.4471
Appleton,Outagamie,43.773,-88.4471
Appleton,Outagamie,43.773,-88.4471
Appleton,Outagamie,43.773,-88.4471
Appleton,Outagamie,43.773,-88.4471
Appleton,Outagamie,43.773,-88.4471
Appleton,Outagamie,43.773,-88.4471
Appleton,Outagamie,43.773,-88.4471
Appleton,Outagamie,43.773,-88.4471
Appleton,Outagamie,43.773,-88.4471
Appleton,Outagamie,43.773,-88.4471
Appleton,Outagamie,43.773,-88.4471
Fond Dulac,Ozaukee,43.773,-88.4471
Eau Claire,Palk,43.773,-88.4471
Eau Claire,Pepin,43.773,-88.4471
Eau Claire,Pepin,43.773,-88.4471
Eau Claire,Pepin,42.6828,-89.0187
Eau Claire,Pepin,42.6828,-89.0187
Eau Claire,Polk,42.6828,-89.0187
Eau Claire,Polk,42.6828,-89.0187
Eau Claire,Portage,42.6828,-89.0187
Wausau,Portage,42.6828,-89.0187
Wausau,Portage,42.6828,-89.0187
Wausau,Portage,42.6828,-89.0187
Wausau,Portage,42.6828,-89.0187
Wausau,Portage,42.6828,-89.0187
Wausau,Portage,42.6828,-89.0187
Wausau,Portage,42.6828,-89.0187
Wausau,Portage ,42.6828,-89.0187
Wausau,Portrage,42.6828,-89.0187
Eau Claire,Price,42.6828,-89.0187
Eau Claire,Price,42.6828,-89.0187
Eau Claire,Price,42.6828,-89.0187
Eau Claire,Price,42.6828,-89.0187
Eau Claire,Dunn,42.6828,-89.0187
Deforest,Racine,42.6828,-89.0187
Janesville,Racine,42.6828,-89.0187
Janesville,Racine,42.6828,-89.0187
Belmont,Richland,42.6828,-89.0187
Belmont,Richland,42.6828,-89.0187
Belmont,Richland,42.6828,-89.0187
Belmont,Richland,42.6828,-89.0187
Deforest,Rock,42.6828,-89.0187
Deforest,Rock,42.6828,-89.0187
Janesville,Rock,42.6828,-89.0187
Janesville,Rock,42.6828,-89.0187
Janesville,Rock,42.6828,-89.0187
Janesville,Rock,42.6828,-89.0187
Janesville,Rock,42.6828,-89.0187
Janesville,Rock,42.6828,-89.0187
Janesville,Rock,42.6828,-89.0187
Janesville,Rock,42.6828,-89.0187
Janesville,Rock,43.9441,-90.8129
Janesville,Rock,43.9441,-90.8129
Janesville,Rock,43.9441,-90.8129
Belmont,Sauk,43.9441,-90.8129
Belmont,Sauk,43.9441,-90.8129
Deforest,Sauk,43.9441,-90.8129
Deforest,Sauk,43.9441,-90.8129
Deforest,Sauk,43.9441,-90.8129
Sparta,Sauk,43.9441,-90.8129
Deforest,Sauk ,43.9441,-90.8129
Appleton,Shawane,43.9441,-90.8129
Appleton,Shawano,43.9441,-90.8129
Wausau,Shawano,43.9441,-90.8129
Wausau,Shawano,43.9441,-90.8129
Appleton,Shawno ,43.9441,-90.8129
Fond Dulac,Sheboten,43.9441,-90.8129
Fond Dulac,Sheboygan,43.9441,-90.8129
Fond Dulac,Sheboygan,43.9441,-90.8129
Fond Dulac,Sheboygan,43.9441,-90.8129
Fond Dulac,Sheboygan,43.9441,-90.8129
Fond Dulac,Sheboygan,43.9441,-90.8129
Fond Dulac,Sheboygan,43.9441,-90.8129
Eau Claire,St Croix,43.9441,-90.8129
Eau Claire,St Croix,43.9441,-90.8129
Eau Claire,St Croix,44.9591,-89.6301
Eau Claire,St Croix,44.9591,-89.6301
Eau Claire,Taylor,44.9591,-89.6301
Eau Claire,Taylor,44.9591,-89.6301
Sparta,Tempealeau,44.9591,-89.6301
Eau Claire,Tempealeau,44.9591,-89.6301
Belmont,Vernon,44.9591,-89.6301
Sparta,Vernon,44.9591,-89.6301
Sparta,Vernon,44.9591,-89.6301
Sparta,Vernon,44.9591,-89.6301
Sparta,Vernon,44.9591,-89.6301
Sparta,Vernon,44.9591,-89.6301
Wausau,Waapaca,44.9591,-89.6301
Wausau,Waashara,44.9591,-89.6301
Deforest,Walworth,44.9591,-89.6301
Janesville,Walworth,44.9591,-89.6301
Janesville,Walworth,44.9591,-89.6301
Janesville,Walworth,44.9591,-89.6301
Janesville,Walworth,44.9591,-89.6301
Eau Claire,Washburn,44.9591,-89.6301
Deforest,Washington,44.9591,-89.6301
Fond Dulac,Washington,44.9591,-89.6301
Fond Dulac,Washington,44.9591,-89.6301
Janesville,Washington,44.9591,-89.6301
Appleton,Waupaca,44.9591,-89.6301
Appleton,Waupaca,44.9591,-89.6301
Appleton,Waupaca,44.9591,-89.6301
Appleton,Waupaca,44.9591,-89.6301
Appleton,Waupaca,44.9591,-89.6301
Appleton,Waupaca,44.9591,-89.6301
Wausau,Waupaca,44.9591,-89.6301
Appleton,Waushara,44.9591,-89.6301
Janesville,Waushara,44.9591,-89.6301
Janesville,Waushara,44.9591,-89.6301
Appleton,Winnebage,44.9591,-89.6301
Appleton,Winnebage,44.9591,-89.6301
Appleton,Winnebage,44.9591,-89.6301
Appleton,Winnebage,44.9591,-89.6301
Fond Dulac,Winnebage,44.9591,-89.6301
Appleton,Winnebago,44.9591,-89.6301
Appleton,Winnebago,44.9591,-89.6301
Appleton,Winnebago,44.9591,-89.6301
Deforest,Winnebago,44.9591,-89.6301
Wausau,Wood,44.9591,-89.6301
Wausau,Wood,44.9591,-89.6301
Wausau,Wood,44.9591,-89.6301
